user_id,tx_count_30d,tx_count_trend,days_since_last_tx,voucher_redemption_count_30d,days_since_last_redemption,avg_tx_amount_30d,notification_read_rate,wallet_balance_trend,login_frequency_30d,session_count_30d,unique_merchants_30d,has_savings_goal,has_active_autopay,account_age_days,region_encoded,is_churned
USR_00277,3,0.4286,22,0,116,1579.74,0.053,0.3551,3,7,1,0,0,945,10,0
USR_00278,9,0.4737,24,1,31,1179.25,0.2575,-0.015,8,9,3,0,0,105,2,0
USR_00279,14,0.9333,16,1,35,248.93,0.8798,-0.0519,11,15,4,1,1,126,7,0
USR_00280,8,0.7273,24,1,6,1119.47,0.5332,-0.0782,7,7,2,1,1,352,0,0
USR_00281,11,1.0,8,1,37,688.08,0.7908,0.2244,9,12,3,0,1,599,2,0
USR_00282,9,0.4091,2,1,27,236.61,0.4787,-0.154,7,9,3,1,0,815,5,0
USR_00283,10,0.8333,6,1,41,287.03,0.6697,0.4088,8,10,3,1,0,604,0,0
USR_00284,11,0.4583,17,1,0,590.38,0.6382,-0.0447,9,13,3,1,0,546,11,0
USR_00285,0,0.0,42,0,191,1203.45,0.3909,0.2446,0,2,0,1,0,1127,0,0
USR_00286,20,0.9524,14,2,42,1069.89,0.6464,0.1698,17,17,6,0,0,218,12,0
USR_00287,6,0.4286,14,0,194,432.27,0.5409,-0.3006,5,6,2,0,1,698,1,0
USR_00288,8,0.6667,5,1,28,960.47,0.2951,-0.2696,6,8,2,0,1,664,13,0
USR_00289,20,0.7407,25,2,43,583.98,0.8823,0.2005,17,20,6,1,0,583,5,0
USR_00290,4,0.2222,6,0,49,369.47,0.6827,-0.4095,4,8,1,1,0,974,0,0
USR_00291,4,0.3077,2,0,47,1434.3,0.8673,0.0434,3,3,1,0,1,342,0,0
USR_00292,15,1.0,4,2,12,753.4,0.4764,-0.1405,12,12,5,0,0,1145,0,0
USR_00293,7,0.875,0,0,167,1000.92,0.6451,-0.1236,5,9,2,0,0,417,5,0
USR_00294,11,0.5,29,1,23,276.39,0.5841,0.114,9,13,3,1,0,667,9,0
USR_00295,9,0.4737,11,1,14,438.9,0.5098,0.3962,7,11,3,0,0,639,3,0
USR_00296,18,0.72,23,2,7,1281.92,0.7836,0.1621,15,15,6,0,1,1024,3,0
USR_00297,4,0.2667,14,0,146,531.36,0.5809,-0.4091,3,6,1,0,0,543,5,0
USR_00298,16,0.8421,27,2,22,556.51,0.3455,0.0147,13,16,5,0,1,362,4,0
USR_00299,13,0.8125,19,1,12,284.61,0.6046,0.2534,11,13,4,1,0,55,6,0
USR_00300,8,0.5714,7,1,26,778.6,0.2173,-0.0981,6,10,2,1,1,455,4,0
USR_00301,0,0.0,118,0,46,280.53,0.8404,-0.0307,0,1,0,1,0,996,7,0
USR_00302,4,0.2222,5,0,192,891.25,0.907,-0.1644,3,6,1,1,0,41,13,0
USR_00303,1,0.25,17,0,194,300.58,0.6515,0.3338,1,3,0,0,1,1078,2,0
USR_00304,15,0.625,0,2,32,562.55,0.7139,-0.3028,13,14,5,1,1,665,0,0
USR_00305,14,0.7,24,1,38,2344.95,0.3662,-0.1245,11,13,4,1,0,194,0,0
USR_00306,24,0.6486,8,3,6,891.25,0.3045,-0.3162,20,23,8,1,0,383,4,0
USR_00307,12,0.5,27,1,12,504.13,0.6025,0.2369,10,10,4,1,1,678,2,0
USR_00308,4,0.6667,3,0,121,1320.1,0.5582,-0.3093,3,3,1,0,0,399,12,0
USR_00309,13,0.5652,26,1,1,372.86,0.6738,-0.2235,11,14,4,1,0,157,5,0
USR_00310,12,1.0,26,1,24,302.18,0.8795,-0.0953,10,11,4,0,0,809,4,0
USR_00311,14,0.6667,15,1,12,496.83,0.6341,0.0363,11,11,4,0,0,816,9,0
USR_00312,11,0.7333,14,1,23,1601.89,0.6508,-0.1166,9,12,3,0,1,169,1,0
USR_00313,18,0.7826,26,2,34,1531.48,0.986,0.0011,15,15,6,1,0,359,10,0
USR_00314,7,0.6364,24,0,146,447.05,0.6472,-0.5764,6,10,2,0,0,315,0,0
USR_00315,13,0.619,16,1,20,529.98,0.6371,0.2035,11,12,4,1,0,801,5,0
USR_00316,8,0.4,9,1,33,930.99,0.544,0.0957,6,6,2,1,1,884,12,0
USR_00317,9,0.5625,2,1,34,4640.32,0.2155,0.0201,8,12,3,1,1,880,9,0
USR_00318,8,0.4,27,1,13,550.01,0.7868,-0.7489,7,9,2,0,1,1128,10,0
USR_00319,12,0.4615,29,1,9,2010.27,0.223,0.0094,10,14,4,1,0,929,3,0
USR_00320,13,0.8125,26,1,18,812.06,0.483,-0.2062,11,11,4,0,0,405,10,0
USR_00321,14,0.5385,0,1,28,1316.34,0.1639,-0.1936,11,14,4,0,1,156,4,0
USR_00322,8,0.7273,12,1,31,1496.46,0.522,-0.0069,7,11,2,1,0,749,5,0
USR_00323,11,0.9167,8,1,32,765.69,0.1601,0.359,9,12,3,0,0,1101,0,0
USR_00324,10,0.7692,13,1,13,650.23,0.9202,0.5519,8,10,3,1,1,1170,1,0
USR_00325,4,0.4,1,0,69,563.55,0.4516,0.3609,4,5,1,0,0,299,4,0
USR_00326,7,0.7778,16,1,35,880.51,0.1867,-0.0396,6,10,2,0,0,306,0,0
USR_00327,13,0.619,16,1,30,1720.31,0.7933,0.4858,10,10,4,1,0,73,8,0
USR_00328,22,0.7333,7,2,33,1916.36,0.774,0.4441,18,19,7,1,1,195,10,0
USR_00329,4,0.2857,17,0,30,1751.89,0.7742,0.0219,4,5,1,1,1,679,12,0
USR_00330,10,0.4348,16,1,37,458.17,0.8281,-0.5558,8,12,3,1,0,669,0,0
USR_00331,19,0.9048,19,2,5,422.19,0.3805,-0.2555,16,20,6,0,0,463,12,0
USR_00332,5,0.2632,7,0,112,342.93,0.7783,-0.6528,4,6,1,0,0,392,0,0
USR_00333,7,0.3684,4,1,24,752.37,0.3344,-0.1409,6,7,2,1,1,1000,4,0
USR_00334,14,1.0,9,1,19,1402.94,0.8423,0.0218,12,14,4,0,1,568,10,0
USR_00335,14,0.6087,0,1,20,423.26,0.9579,-0.5129,11,15,4,1,1,975,0,0
USR_00336,24,0.8889,20,3,7,574.56,0.6388,0.2676,20,21,8,0,0,1156,0,0
USR_00337,11,0.9167,7,1,44,1115.81,0.5398,0.0552,9,12,3,0,1,401,0,0
USR_00338,13,0.5652,9,1,2,514.44,0.466,-0.5496,10,13,4,0,0,267,4,0
USR_00339,10,1.0,1,1,24,571.19,0.5525,0.0654,8,8,3,1,1,1144,10,0
USR_00340,12,0.8571,15,1,41,1622.09,0.3988,-0.5349,10,11,4,0,0,772,0,0
USR_00341,1,0.0909,1,0,83,677.87,0.5165,0.6249,1,4,0,1,0,370,0,0
USR_00342,15,0.9375,14,2,42,373.83,0.1709,-0.3845,12,15,5,0,0,757,5,0
USR_00343,10,0.4762,7,1,41,718.44,0.5021,-0.283,8,10,3,1,0,632,1,0
USR_00344,20,1.0,18,2,1,940.74,0.162,-0.1347,16,20,6,0,0,1089,8,0
USR_00345,7,0.6364,29,1,6,4932.62,0.4892,0.0337,6,6,2,0,0,329,12,0
USR_00346,8,0.7273,16,1,4,2242.32,0.4298,-0.1247,6,10,2,1,0,1189,8,0
USR_00347,16,0.8889,24,2,15,5000.0,0.9212,-0.4741,14,18,5,0,0,1125,11,0
USR_00348,15,0.6818,5,2,17,283.65,0.8257,0.023,13,17,5,0,0,241,4,0
USR_00349,20,0.8696,10,2,14,2024.3,0.8811,-0.177,17,21,6,0,0,222,10,0
USR_00350,11,0.8462,24,1,6,2303.84,0.7632,-0.1827,9,12,3,1,0,653,1,0
USR_00351,17,0.7727,11,2,5,681.56,0.5811,0.4762,14,18,5,0,0,82,0,0
USR_00352,9,0.5625,27,1,22,485.93,0.4954,-0.1235,7,8,3,1,0,379,6,0
USR_00353,23,0.7188,27,3,25,1199.69,0.3931,-0.1035,19,22,7,0,0,539,0,0
USR_00354,18,0.9474,22,2,13,512.5,0.2979,0.0426,15,17,6,1,0,1164,11,0
USR_00355,11,0.8462,19,1,13,266.36,0.6385,0.1459,9,12,3,0,1,1191,7,0
USR_00356,11,1.0,10,1,22,214.05,0.4593,0.0788,9,9,3,0,0,207,13,0
USR_00357,8,0.4211,25,1,7,200.86,0.5476,-0.7123,7,10,2,0,0,1073,2,0
USR_00358,5,0.3846,29,0,79,801.5,0.6885,-0.0946,4,6,1,1,1,136,4,0
USR_00359,16,0.8421,25,2,0,1137.98,0.7333,-0.12,13,16,5,1,0,905,8,0
USR_00360,8,0.5333,10,1,16,305.0,0.5905,-0.3635,7,11,2,0,0,1019,1,0
USR_00361,13,0.52,5,1,1,979.38,0.4412,-0.3879,10,12,4,1,0,1072,4,0
USR_00362,7,0.3889,27,0,137,973.87,0.2805,0.3293,6,8,2,0,1,291,6,0
USR_00363,3,0.1875,0,0,185,877.78,0.3025,0.0353,2,5,1,1,0,1075,13,0
USR_00364,13,0.8125,23,1,11,1145.88,0.6597,-0.1654,11,11,4,1,1,165,8,0
USR_00365,10,0.8333,8,1,27,790.32,0.4199,0.0967,8,9,3,0,1,637,0,0
USR_00366,11,0.5,23,1,6,1931.98,0.4426,0.3621,9,10,3,0,0,579,4,0
USR_00367,16,0.5517,17,2,9,1095.55,0.4468,0.1534,13,13,5,1,0,399,5,0
USR_00368,14,0.875,3,1,42,243.8,0.3893,0.4048,12,15,4,1,0,55,0,0
USR_00369,2,0.1667,27,0,178,2898.74,0.6097,0.0771,1,4,0,0,1,933,3,0
USR_00370,4,0.3333,28,0,112,308.39,0.3369,0.2037,3,6,1,0,0,422,2,0
USR_00371,6,0.3158,9,0,43,656.58,0.8226,-0.0699,5,8,2,0,1,804,0,0
USR_00372,2,0.5,4,0,183,5000.0,0.9092,0.3592,1,3,0,1,0,509,4,0
USR_00373,9,0.6429,25,1,12,984.14,0.6211,0.5058,8,10,3,0,0,467,0,0
USR_00374,17,0.6538,13,2,7,344.46,0.4246,0.0565,14,14,5,0,1,1066,5,0
USR_00375,10,0.4545,19,1,13,870.8,0.3113,-0.3858,8,12,3,0,0,140,0,0
USR_00376,5,0.2941,24,0,193,1010.18,0.3619,0.037,4,7,1,1,1,891,7,0
USR_00377,9,0.5625,19,1,7,781.28,0.3656,-0.0275,7,10,3,0,0,903,1,0
USR_00378,13,0.7222,14,1,27,443.45,0.8969,0.2021,10,12,4,0,0,474,11,0
USR_00379,20,0.9091,21,2,44,238.92,0.3849,-0.1061,17,18,6,0,0,337,0,0
USR_00380,9,0.6,2,1,37,261.98,0.7206,0.031,7,8,3,0,0,36,4,0
USR_00381,13,0.4815,15,1,32,356.57,0.6913,0.1796,11,11,4,1,1,1126,2,0
USR_00382,19,0.8636,18,2,13,1874.2,0.7049,-0.1965,16,17,6,0,0,1138,1,0
USR_00383,10,0.4167,20,1,13,250.85,0.7849,0.0953,8,10,3,0,0,311,4,0
USR_00384,22,0.8462,6,3,27,753.4,0.3395,0.0706,19,22,7,1,1,67,10,0
USR_00385,9,0.9,23,1,43,2035.85,0.8426,-0.6649,7,9,3,0,0,173,12,0
USR_00386,3,0.2308,9,0,153,1119.47,0.8338,-0.042,3,5,1,0,1,109,2,0
USR_00387,12,0.6667,17,1,28,2073.74,0.631,-0.4421,10,10,4,0,0,1002,0,0
USR_00388,6,0.375,21,0,178,416.1,0.8466,0.4154,5,9,2,0,0,1073,7,0
USR_00389,5,0.2632,1,0,180,1099.39,0.5617,-0.1807,4,5,1,0,0,209,5,0
USR_00390,14,0.875,28,1,43,1670.25,0.3909,-0.1378,11,12,4,1,0,903,1,0
USR_00391,10,0.5556,15,1,15,1412.25,0.6163,0.239,8,12,3,0,1,239,8,0
USR_00392,24,0.8889,0,3,30,1355.5,0.802,-0.719,20,23,8,1,0,459,4,0
USR_00393,4,0.3636,17,0,60,255.77,0.5639,-0.3538,3,3,1,0,1,731,6,0
USR_00394,5,0.625,7,0,162,1134.16,0.1746,0.3825,4,7,1,0,1,872,2,0
USR_00395,16,0.8889,26,2,20,982.6,0.9619,-0.0192,13,17,5,1,1,1053,3,0
USR_00396,4,0.3636,4,0,93,589.77,0.6793,-0.4443,3,6,1,1,1,82,1,0
USR_00397,13,0.6842,0,1,18,409.96,0.5349,-0.2339,11,11,4,0,1,259,8,0
USR_00398,4,0.2667,21,0,42,953.71,0.4475,-0.4058,3,7,1,0,0,358,0,0
USR_00399,19,0.7308,1,2,44,301.91,0.6245,-0.2033,16,19,6,0,0,393,9,0
USR_00400,8,0.4706,5,1,18,471.05,0.7477,-0.1175,7,11,2,0,1,1197,9,0
USR_00401,8,0.4444,11,1,6,1413.34,0.5019,0.5229,6,8,2,0,0,939,8,0
USR_00402,9,1.0,26,1,8,1530.89,0.4992,-0.3295,7,9,3,0,0,404,0,0
USR_00403,9,0.6,24,1,6,978.16,0.519,-0.42,8,8,3,0,1,1167,2,0
USR_00404,3,0.3,18,0,146,460.43,0.2462,-0.0903,3,7,1,0,0,614,3,0
USR_00405,7,0.4375,14,0,87,273.36,0.5159,0.0065,6,8,2,1,0,615,5,0
USR_00406,2,1.0,20,0,178,356.54,0.1334,-0.1045,2,6,0,1,0,537,12,0
USR_00407,4,0.8,9,0,49,1860.29,0.6698,-0.0214,3,5,1,0,0,198,3,0
USR_00408,11,0.4783,26,1,18,777.15,0.7528,0.4828,9,9,3,1,1,1123,11,0
USR_00409,9,0.45,20,1,24,613.06,0.1641,-0.3354,7,11,3,1,0,46,0,0
USR_00410,20,0.7692,17,2,38,758.07,0.3274,-0.0627,17,20,6,1,0,233,3,0
USR_00411,4,1.0,15,0,176,1150.15,0.7042,0.4215,3,5,1,0,0,298,0,0
USR_00412,22,0.88,18,2,13,292.58,0.4099,0.5165,18,20,7,1,0,356,8,0
USR_00413,11,0.55,17,1,16,450.75,0.4471,0.1014,9,11,3,0,0,184,0,0
USR_00414,18,0.6429,20,2,31,1115.27,0.303,-0.5429,15,17,6,0,0,51,1,0
USR_00415,11,0.4783,12,1,3,805.79,0.4301,0.236,9,10,3,1,1,822,9,0
USR_00416,20,0.7143,8,2,27,1611.45,0.471,0.2537,16,18,6,1,0,1164,4,0
USR_00417,17,0.6071,21,2,35,1215.27,0.2656,0.1069,14,14,5,0,0,172,0,0
USR_00418,9,0.75,9,1,44,358.65,0.5831,-0.1263,7,8,3,0,0,376,0,0
USR_00419,5,0.7143,0,0,71,50.0,0.7662,-0.2148,4,5,1,1,0,622,4,0
USR_00420,2,0.2857,2,0,36,783.23,0.6151,0.2798,1,2,0,1,0,1115,2,0
USR_00421,13,0.52,0,1,40,288.23,0.4985,0.127,10,11,4,0,0,842,1,0
USR_00422,7,0.35,15,1,36,998.32,0.4863,0.3332,6,7,2,1,0,926,5,0
USR_00423,16,0.9412,20,2,22,2374.14,0.6507,-0.0773,13,16,5,1,0,709,1,0
USR_00424,21,0.913,8,2,16,291.86,0.2554,0.1444,18,21,7,0,0,517,5,0
USR_00425,14,1.0,0,1,40,1115.62,0.8144,-0.3127,11,12,4,0,0,263,3,0
USR_00426,4,0.2667,19,0,30,1334.34,0.6498,0.4681,3,3,1,0,0,1041,1,0
USR_00427,6,0.3333,10,0,140,877.06,0.8138,0.5396,5,5,2,0,1,970,0,0
USR_00428,11,0.4583,23,1,19,864.63,0.5557,-0.0047,9,11,3,1,0,59,1,0
USR_00429,18,0.9,10,2,25,126.33,0.7216,-0.5365,15,17,6,1,0,867,0,0
USR_00430,11,0.6111,19,1,23,700.95,0.6355,0.3682,9,13,3,1,0,128,2,0
USR_00431,16,0.7273,18,2,35,660.54,0.4537,0.6235,13,15,5,0,1,894,12,0
USR_00432,5,0.2632,8,0,84,1540.38,0.9404,-0.0995,4,4,1,0,0,996,10,0
USR_00433,7,0.3333,23,0,50,1433.62,0.757,-0.103,5,7,2,0,0,183,3,0
USR_00434,19,0.6129,24,2,37,442.18,0.4656,-0.1019,16,19,6,0,0,537,5,0
USR_00435,9,0.75,24,1,5,145.48,0.4959,-0.0839,7,7,3,0,1,174,5,0
USR_00436,13,0.7222,9,1,36,185.53,0.8607,0.3336,11,12,4,0,0,693,10,0
USR_00437,19,0.6333,8,2,31,2052.83,0.5616,0.1531,16,18,6,0,0,1115,1,0
USR_00438,7,0.4375,8,1,26,625.26,0.1955,-0.3207,6,9,2,0,1,124,2,0
USR_00439,8,0.5,4,1,2,209.07,0.5745,-0.0822,7,7,2,1,0,495,2,0
USR_00440,5,0.8333,26,0,60,230.93,0.6345,0.0905,4,6,1,0,0,1168,0,0
USR_00441,11,0.6471,29,1,32,800.02,0.1487,-0.1896,9,12,3,1,0,382,2,0
USR_00442,7,0.3333,24,1,26,732.72,0.6846,0.1318,6,9,2,1,0,184,11,0
USR_00443,17,0.7391,1,2,10,2501.67,0.648,0.0371,14,17,5,0,1,601,12,0
USR_00444,13,0.5,28,1,34,623.8,0.5844,0.3351,11,11,4,1,0,624,0,0
USR_00445,13,0.6842,24,1,10,905.91,0.5767,0.2259,11,14,4,0,0,805,3,0
USR_00446,10,0.4545,2,1,19,643.21,0.2441,-0.1351,8,9,3,1,0,397,3,0
USR_00447,3,0.2,0,0,131,1280.68,0.8042,0.0128,3,4,1,1,0,1148,4,0
USR_00448,16,0.64,7,2,18,2719.07,0.8353,-0.2298,13,13,5,1,0,639,4,0
USR_00449,13,0.52,14,1,41,1415.95,0.5832,0.6192,11,12,4,0,0,365,0,0
USR_00450,9,1.0,10,1,34,3218.99,0.8672,0.2039,7,11,3,1,1,1153,10,0
USR_00451,13,0.7222,19,1,31,1025.32,0.8089,-0.4181,11,11,4,1,0,1112,13,0
USR_00452,6,0.8571,20,0,138,187.01,0.2866,-0.0707,5,6,2,0,0,614,6,0
USR_00453,15,0.6,14,2,33,344.05,0.918,-0.4878,12,14,5,1,0,59,6,0
USR_00454,21,0.84,11,2,33,1282.65,0.2973,-0.1276,17,19,7,1,0,728,4,0
USR_00455,11,0.6111,16,1,35,548.38,0.7917,0.023,9,9,3,0,0,679,2,0
USR_00456,10,0.4545,3,1,2,666.13,0.7596,0.2585,8,11,3,0,0,203,0,0
USR_00457,8,0.4211,0,1,37,347.89,0.8614,0.3011,7,10,2,0,0,771,5,0
USR_00458,22,0.7097,23,2,13,2112.32,0.6804,-0.4109,18,22,7,1,0,1013,0,0
USR_00459,7,1.0,4,0,165,2264.57,0.9802,0.0527,5,5,2,0,0,153,10,0
USR_00460,9,0.5,29,1,8,553.8,0.3498,0.0962,8,10,3,1,0,876,3,0
USR_00461,11,0.6875,16,1,42,558.15,0.7316,0.0257,9,13,3,0,1,194,3,0
USR_00462,2,0.125,15,0,106,1845.19,0.7433,-0.4513,2,4,0,0,0,906,2,0
USR_00463,10,0.6667,24,1,17,1535.9,0.9178,-0.2443,9,9,3,1,0,520,13,0
USR_00464,20,0.6452,6,2,41,180.41,0.4812,-0.0558,16,18,6,0,1,37,0,0
USR_00465,3,0.2727,16,0,111,1145.49,0.7092,0.2322,2,2,1,1,0,1160,0,0
USR_00466,7,0.5833,13,0,94,988.95,0.633,-0.2789,5,8,2,1,0,224,0,0
USR_00467,8,0.7273,14,1,36,772.27,0.8318,-0.167,6,6,2,1,1,727,6,0
USR_00468,5,0.625,27,0,45,329.61,0.4497,-0.0792,4,6,1,0,0,242,13,0
USR_00469,5,0.4167,29,0,151,335.41,0.4588,-0.4905,4,6,1,0,0,1121,1,0
USR_00470,7,0.35,12,1,43,55.77,0.9494,-0.1186,6,8,2,0,0,893,12,0
USR_00471,19,0.5758,11,2,22,393.41,0.9228,0.1138,16,16,6,1,0,971,2,0
USR_00472,6,0.6,8,0,104,137.47,0.5627,-0.2933,5,9,2,1,1,535,6,0
USR_00473,5,1.0,11,0,158,431.51,0.3281,-0.1456,4,8,1,0,0,576,0,0
USR_00474,7,0.7,12,0,89,917.57,0.3827,-0.1777,6,9,2,0,0,772,4,0
USR_00475,24,0.7742,2,3,18,261.35,0.6207,0.1909,20,21,8,0,0,948,6,0
USR_00476,15,0.7143,6,2,2,1930.51,0.1234,-0.4994,12,14,5,1,0,1020,4,0
USR_00477,13,0.8667,23,1,2,3180.36,0.8939,-0.169,11,13,4,0,0,50,1,0
USR_00478,20,0.9091,21,2,34,803.95,0.4477,0.4555,16,17,6,1,0,806,10,0
USR_00479,8,0.5,2,1,29,1082.3,0.6606,0.3346,7,8,2,1,0,157,13,0
USR_00480,10,0.7692,26,1,9,182.22,0.1879,0.3129,8,8,3,0,1,366,3,0
USR_00481,1,0.25,4,0,101,770.26,0.7811,0.4078,1,5,0,0,1,1000,6,0
USR_00482,13,0.7222,4,1,13,216.13,0.9099,-0.2912,11,11,4,1,0,323,9,0
USR_00483,10,0.4348,1,1,21,167.47,0.8574,0.3808,8,12,3,0,1,962,1,0
USR_00484,16,0.5714,4,2,9,241.57,0.8649,-0.6298,13,15,5,0,1,571,10,0
USR_00485,4,0.5,5,0,71,587.87,0.501,-0.1678,4,4,1,0,0,302,2,0
USR_00486,22,0.6667,26,3,40,643.84,0.2155,0.187,18,20,7,1,1,421,9,0
USR_00487,22,0.6111,13,3,25,627.51,0.7414,0.057,19,20,7,0,0,651,0,0
USR_00488,7,0.6364,5,1,43,262.17,0.8332,0.066,6,6,2,1,0,925,2,0
USR_00489,3,1.0,1,0,117,724.09,0.8105,-0.2913,2,2,1,0,0,739,4,0
USR_00490,9,0.75,7,1,17,381.34,0.4954,-0.8495,7,9,3,0,0,1121,4,0
USR_00491,20,0.625,12,2,20,737.27,0.4469,0.1138,16,19,6,0,0,1045,10,0
USR_00492,20,0.9524,13,2,1,550.72,0.3468,0.3014,16,18,6,0,0,911,13,0
USR_00493,20,0.8696,14,2,35,157.26,0.2682,0.0308,17,17,6,0,0,735,0,0
USR_00494,20,0.5882,6,2,44,386.26,0.3389,0.0717,16,19,6,0,0,369,2,0
USR_00495,4,0.5714,3,0,149,1028.04,0.4885,0.1087,3,3,1,0,0,512,2,0
USR_00496,3,0.3,14,0,134,1301.06,0.6322,-0.2558,3,5,1,0,0,169,4,0
USR_00497,6,0.3158,1,0,131,248.27,0.6183,-0.0489,5,7,2,1,0,467,4,0
USR_00498,17,0.5862,26,2,18,360.93,0.857,-0.3593,14,16,5,0,0,1113,10,0
USR_00499,17,0.8095,9,2,31,465.07,0.7654,0.3047,14,14,5,1,0,528,9,0
USR_00500,15,0.8333,19,2,20,1698.02,0.5257,-0.6991,13,13,5,0,0,163,0,0
USR_00501,11,0.5789,19,1,11,968.09,0.2381,-0.0842,9,11,3,0,0,792,3,0
USR_00502,2,0.3333,1,0,43,238.9,0.5822,0.5176,2,3,0,0,1,1156,5,0
USR_00503,7,0.3889,18,0,127,986.02,0.3312,0.1386,6,8,2,0,0,1044,3,0
USR_00504,15,0.6,18,2,44,1835.36,0.8493,-0.3447,12,14,5,0,0,350,0,0
USR_00505,6,0.5,3,0,75,790.86,0.5254,0.1255,5,6,2,0,1,561,3,0
USR_00506,8,0.5714,17,1,19,357.81,0.3951,0.2384,6,9,2,1,0,651,3,0
USR_00507,15,0.9375,2,2,39,1311.0,0.821,0.0469,12,16,5,1,0,319,1,0
USR_00508,14,0.5833,13,1,22,771.23,0.5277,0.1688,11,12,4,0,0,344,8,0
USR_00509,14,0.5185,5,1,2,544.71,0.5993,-0.3716,11,12,4,0,0,306,2,0
USR_00510,13,0.5,9,1,16,1358.98,0.7252,-0.2104,11,12,4,0,0,1193,5,0
USR_00511,12,0.5714,26,1,28,663.07,0.8228,0.0985,10,13,4,1,0,902,4,0
USR_00512,19,0.6552,26,2,5,709.49,0.428,-0.0993,16,17,6,1,1,1013,11,0
USR_00513,6,0.3158,27,0,98,1323.66,0.6669,-0.1343,5,6,2,0,0,985,0,0
USR_00514,11,0.7857,28,1,29,445.51,0.5487,-0.307,9,13,3,1,0,1152,0,0
USR_00515,6,0.3529,15,0,105,263.73,0.5504,0.4172,5,6,2,0,1,153,2,0
USR_00516,2,0.6667,25,0,141,862.82,0.7351,0.0278,1,3,0,0,1,1061,3,0
USR_00517,10,0.4762,27,1,17,2311.06,0.512,0.2912,8,10,3,0,1,107,2,0
USR_00518,28,0.9032,8,3,17,107.81,0.5091,-0.6573,23,24,9,0,0,586,8,0
USR_00519,11,0.5789,3,1,13,1195.97,0.6543,0.2797,9,11,3,0,1,725,1,0
USR_00520,8,1.0,11,1,17,683.91,0.559,-0.3418,7,7,2,1,0,448,0,0
USR_00521,6,1.0,19,0,36,433.85,0.7555,-0.0833,5,7,2,1,1,201,3,0
USR_00522,22,0.7097,3,2,0,396.6,0.8129,0.0559,18,19,7,0,0,254,9,0
USR_00523,8,0.381,19,1,44,1369.73,0.494,0.5924,7,11,2,1,0,994,10,0
USR_00524,21,0.9545,9,2,34,1145.86,0.6287,0.5438,18,22,7,0,0,402,8,0
USR_00525,10,0.4545,13,1,43,290.13,0.5269,-0.0215,9,11,3,0,1,393,4,0
USR_00526,3,0.2143,11,0,75,848.69,0.4626,0.126,2,4,1,0,0,1110,7,0
USR_00527,15,0.6,22,2,3,1993.9,0.6125,-0.1807,12,14,5,0,0,198,6,0
USR_00528,5,0.5556,9,0,60,1162.04,0.9602,0.0121,4,7,1,0,1,1100,1,0
USR_00529,4,0.2353,14,0,151,175.16,0.7819,-0.0065,3,6,1,0,0,1107,4,0
USR_00530,13,0.5909,18,1,21,1115.21,0.3903,0.0966,11,13,4,0,0,730,9,0
USR_00531,11,0.8462,25,1,26,245.19,0.6474,-0.1683,9,11,3,0,1,223,2,0
USR_00532,11,0.4583,13,1,15,791.92,0.7214,0.1475,9,11,3,1,0,212,6,0
USR_00533,13,0.7647,4,1,41,365.72,0.67,0.1099,11,15,4,0,0,363,4,0
USR_00534,8,0.5333,16,1,40,917.82,0.243,-0.3218,7,8,2,0,1,705,4,0
USR_00535,15,0.8824,0,2,26,389.25,0.4259,-0.0325,12,16,5,0,0,209,0,0
USR_00536,7,0.5833,19,0,177,287.98,0.8208,-0.1593,6,8,2,0,0,563,6,0
USR_00537,15,0.625,11,2,20,855.71,0.7032,0.6113,12,16,5,0,0,165,10,0
USR_00538,19,0.5938,19,2,9,729.46,0.482,0.384,16,19,6,1,1,662,0,0
USR_00539,11,0.6471,3,1,20,1283.43,0.3629,0.2952,9,13,3,1,1,54,2,0
USR_00540,17,0.6538,14,2,41,435.19,0.8816,-0.1492,14,14,5,1,0,859,0,0
USR_00541,9,0.9,5,1,38,198.11,0.7617,0.5531,8,8,3,1,0,94,0,0
USR_00542,15,0.8333,16,2,0,1142.34,0.7089,-0.103,12,16,5,0,0,257,13,0
USR_00543,14,0.6364,1,1,30,2116.5,0.4854,-0.2129,12,12,4,0,0,234,4,0
USR_00544,4,1.0,15,0,140,418.95,0.8221,0.6801,3,6,1,0,0,1002,2,0
USR_00545,18,0.7826,12,2,3,981.33,0.472,0.2003,15,16,6,0,0,92,2,0
USR_00546,16,1.0,3,2,25,518.34,0.3126,-0.2355,13,13,5,0,1,532,13,0
USR_00547,4,0.3636,22,0,188,3121.4,0.2528,-0.1158,3,6,1,0,1,721,1,0
USR_00548,5,0.625,25,0,157,436.71,0.6741,0.2341,4,4,1,0,1,633,7,0
USR_00549,9,0.75,16,1,30,641.06,0.6465,-0.0903,8,11,3,1,0,826,2,0
USR_00550,8,0.5714,15,1,17,131.94,0.7884,-0.0266,7,9,2,1,1,969,0,0
USR_00551,17,0.8947,10,2,6,2341.32,0.5653,0.5046,14,15,5,0,0,490,6,0
USR_00552,10,0.4762,8,1,17,433.77,0.7839,-0.1979,8,9,3,1,0,999,0,0
USR_00553,10,0.625,0,1,21,1879.53,0.6186,-0.1394,8,10,3,1,1,402,6,0
USR_00554,5,0.2778,14,0,177,389.13,0.7888,0.8392,4,7,1,1,0,1181,1,0
USR_00555,5,0.625,15,0,45,624.54,0.6522,0.1436,4,5,1,0,1,620,8,0
