voucher_id,days_since_issue,grant_type_encoded,amount_normalized,region_encoded,beneficiary_segment,day_of_week_issued,day_of_month_issued,is_payday_week,historical_avg_days_to_redeem,preferred_channel_encoded,nearby_agent_count,days_to_redeem,redemption_channel
VCH_00337,13,1,1.0,3,4,4,2,1,1.67,2,3,4,bank_transfer
VCH_00338,20,2,0.2143,3,2,5,28,0,4.38,1,2,8,cash_out
VCH_00339,29,0,1.0,13,0,2,3,1,3.87,2,5,7,bank_transfer
VCH_00340,12,3,0.2143,0,2,6,2,1,9.82,2,4,9,bank_transfer
VCH_00341,58,3,0.2143,4,4,0,30,0,11.49,0,1,13,wallet
VCH_00342,34,1,1.0,0,5,5,1,1,3.55,1,3,3,cash_out
VCH_00343,5,2,0.2143,3,5,5,1,1,2.66,2,3,6,bank_transfer
VCH_00344,3,1,1.0,5,5,2,2,1,11.35,1,2,13,cash_out
VCH_00345,14,3,0.2143,0,1,3,1,1,6.45,1,6,5,cash_out
VCH_00346,38,3,0.2143,12,4,4,1,1,3.58,0,3,5,wallet
VCH_00347,59,2,0.2143,5,0,2,16,0,5.59,1,3,9,cash_out
VCH_00348,46,0,1.0,8,4,4,29,0,4.02,1,4,10,cash_out
VCH_00349,56,0,1.0,12,5,6,28,0,8.17,0,2,10,wallet
VCH_00350,12,1,1.0,0,5,2,2,1,4.2,1,4,6,cash_out
VCH_00351,8,0,1.0,8,1,5,30,0,3.56,3,7,7,merchant_payment
VCH_00352,44,2,0.2143,6,5,4,30,0,6.67,2,3,9,bank_transfer
VCH_00353,29,1,1.0,2,0,5,15,0,5.24,0,3,10,wallet
VCH_00354,45,0,1.0,11,3,5,3,1,3.15,0,2,10,wallet
VCH_00355,25,0,1.0,3,3,6,15,0,4.12,0,5,7,wallet
VCH_00356,0,0,1.0,9,0,0,29,0,5.2,2,7,8,bank_transfer
VCH_00357,49,0,1.0,0,2,0,2,1,3.16,4,3,3,cash_at_till
VCH_00358,38,4,1.0,6,1,0,2,1,8.87,3,2,10,merchant_payment
VCH_00359,48,2,0.2143,6,5,0,2,1,2.38,3,3,4,merchant_payment
VCH_00360,28,2,0.2143,10,3,6,1,1,3.26,0,1,6,wallet
VCH_00361,5,2,0.2143,12,3,5,3,1,2.25,0,1,5,wallet
VCH_00362,12,2,0.2143,3,3,1,3,1,8.1,1,1,9,cash_out
VCH_00363,7,1,1.0,9,3,0,1,1,3.48,2,2,7,bank_transfer
VCH_00364,21,0,1.0,0,0,4,1,1,6.95,0,6,4,wallet
VCH_00365,55,1,1.0,4,1,2,1,1,6.33,3,1,7,merchant_payment
VCH_00366,46,2,0.2143,8,2,2,1,1,2.54,1,4,5,cash_out
VCH_00367,46,2,0.2143,0,2,3,28,0,2.44,0,3,9,wallet
VCH_00368,27,2,0.2143,7,5,1,2,1,15.25,1,4,13,cash_out
VCH_00369,50,4,1.0,0,4,0,3,1,6.76,0,2,4,wallet
VCH_00370,45,0,1.0,2,3,4,1,1,4.28,0,4,4,wallet
VCH_00371,25,2,0.2143,5,2,4,28,0,5.36,1,2,9,cash_out
VCH_00372,53,4,1.0,1,3,2,16,0,1.82,0,2,5,wallet
VCH_00373,54,1,1.0,3,4,4,29,0,4.21,2,1,7,bank_transfer
VCH_00374,12,2,0.2143,12,5,1,1,1,4.93,0,1,8,wallet
VCH_00375,59,4,1.0,1,3,2,30,0,2.58,1,4,4,cash_out
VCH_00376,53,0,1.0,11,2,3,1,1,1.72,3,3,5,merchant_payment
VCH_00377,28,2,0.2143,0,5,2,1,1,3.07,1,2,1,cash_out
VCH_00378,59,1,1.0,0,3,0,15,0,4.06,0,3,4,wallet
VCH_00379,16,3,0.2143,6,2,6,1,1,6.46,2,4,7,bank_transfer
VCH_00380,26,1,1.0,4,3,2,2,1,5.5,0,1,8,wallet
VCH_00381,0,2,0.2143,0,3,5,15,0,1.75,0,1,9,wallet
VCH_00382,0,1,1.0,7,0,3,16,0,3.18,2,3,9,bank_transfer
VCH_00383,7,1,1.0,0,5,1,15,0,8.65,1,5,7,cash_out
VCH_00384,54,2,0.2143,2,1,3,28,0,5.81,0,3,5,wallet
VCH_00385,12,2,0.2143,1,3,2,1,1,1.72,1,2,2,cash_out
VCH_00386,52,1,1.0,6,2,4,28,0,2.74,2,3,7,bank_transfer
VCH_00387,4,2,0.2143,3,3,5,30,0,4.28,0,1,10,wallet
VCH_00388,32,1,1.0,10,0,1,28,0,13.87,0,3,15,wallet
VCH_00389,26,0,1.0,5,5,1,29,0,1.64,2,4,7,bank_transfer
VCH_00390,12,0,1.0,1,3,2,29,0,2.93,0,4,5,wallet
VCH_00391,28,0,1.0,1,0,3,29,0,7.41,3,4,8,merchant_payment
VCH_00392,8,0,1.0,11,2,5,1,1,5.58,0,2,14,wallet
VCH_00393,31,1,1.0,13,2,1,28,0,7.66,3,2,10,merchant_payment
VCH_00394,10,2,0.2143,1,4,1,29,0,4.77,0,2,5,wallet
VCH_00395,59,0,1.0,3,1,6,2,1,1.05,3,3,3,merchant_payment
VCH_00396,53,3,0.2143,0,3,2,2,1,7.42,1,1,5,cash_out
VCH_00397,16,0,1.0,7,4,5,29,0,5.63,0,8,8,wallet
VCH_00398,11,2,0.2143,2,3,2,2,1,5.0,0,4,3,wallet
VCH_00399,51,4,1.0,10,5,4,1,1,7.07,0,1,7,wallet
VCH_00400,26,2,0.2143,1,0,3,1,1,6.47,2,2,4,bank_transfer
VCH_00401,48,4,1.0,1,3,0,28,0,3.36,0,2,4,wallet
VCH_00402,21,0,1.0,0,5,0,30,0,3.77,0,0,6,wallet
VCH_00403,5,3,0.2143,10,2,1,2,1,2.73,4,1,7,cash_at_till
VCH_00404,26,2,0.2143,0,2,0,30,0,7.3,3,2,7,merchant_payment
VCH_00405,49,1,1.0,9,4,3,3,1,2.77,3,4,7,merchant_payment
VCH_00406,53,0,1.0,2,2,5,1,1,1.67,0,2,3,wallet
VCH_00407,54,4,1.0,4,4,3,15,0,8.9,2,2,11,bank_transfer
VCH_00408,53,1,1.0,1,0,2,30,0,5.3,0,4,5,wallet
VCH_00409,15,2,0.2143,4,4,5,3,1,2.2,3,1,7,merchant_payment
VCH_00410,22,0,1.0,4,0,0,1,1,12.26,3,1,11,merchant_payment
VCH_00411,4,0,1.0,6,0,0,3,1,4.49,0,2,13,wallet
VCH_00412,58,3,0.2143,10,5,0,30,0,1.37,3,4,6,merchant_payment
VCH_00413,16,2,0.2143,13,5,6,3,1,9.03,1,1,8,cash_out
VCH_00414,57,0,1.0,0,5,1,15,0,1.24,0,7,3,wallet
VCH_00415,11,1,1.0,0,3,6,28,0,3.89,3,0,4,merchant_payment
VCH_00416,39,1,1.0,3,1,6,16,0,4.83,1,0,10,cash_out
VCH_00417,14,2,0.2143,2,5,0,3,1,3.16,3,3,4,merchant_payment
VCH_00418,27,4,1.0,5,1,6,1,1,5.87,0,6,7,wallet
VCH_00419,42,0,1.0,12,0,4,3,1,4.02,1,1,8,cash_out
VCH_00420,9,1,1.0,0,1,5,1,1,4.99,3,1,3,merchant_payment
VCH_00421,54,0,1.0,8,0,4,2,1,2.25,0,3,4,wallet
VCH_00422,13,0,1.0,12,3,0,2,1,3.55,3,5,8,merchant_payment
VCH_00423,49,0,1.0,9,4,4,15,0,8.1,0,3,10,wallet
VCH_00424,12,3,0.2143,13,4,3,16,0,6.52,3,1,9,merchant_payment
VCH_00425,34,4,1.0,1,4,1,2,1,3.19,2,5,4,bank_transfer
VCH_00426,48,2,0.2143,10,1,0,29,0,1.31,1,6,5,cash_out
VCH_00427,44,0,1.0,4,1,4,1,1,4.96,1,1,6,cash_out
VCH_00428,39,3,0.2143,4,5,6,1,1,3.87,3,2,5,merchant_payment
VCH_00429,50,0,1.0,7,4,6,3,1,9.09,2,6,8,bank_transfer
VCH_00430,7,0,1.0,9,3,2,1,1,14.47,3,0,12,merchant_payment
VCH_00431,26,0,1.0,5,0,5,2,1,3.63,0,3,5,wallet
VCH_00432,59,2,0.2143,12,0,6,1,1,6.48,1,0,8,cash_out
VCH_00433,14,2,0.2143,2,0,0,15,0,2.41,3,5,8,merchant_payment
VCH_00434,42,0,1.0,1,0,4,15,0,3.53,3,4,10,merchant_payment
VCH_00435,45,0,1.0,9,5,0,3,1,4.07,1,6,5,cash_out
VCH_00436,46,2,0.2143,0,2,0,29,0,17.72,3,3,14,merchant_payment
VCH_00437,57,0,1.0,2,3,6,16,0,10.11,3,3,8,merchant_payment
VCH_00438,5,0,1.0,0,4,3,28,0,8.08,3,3,7,merchant_payment
VCH_00439,32,0,1.0,5,1,6,30,0,3.28,0,4,18,wallet
VCH_00440,35,3,0.2143,4,5,5,3,1,5.2,0,2,6,wallet
VCH_00441,28,0,1.0,13,4,5,1,1,2.93,1,3,7,cash_out
VCH_00442,49,1,1.0,0,0,4,16,0,6.59,0,1,8,wallet
VCH_00443,55,1,1.0,0,4,4,30,0,2.54,0,3,3,wallet
VCH_00444,37,4,1.0,9,3,0,1,1,5.72,1,0,13,cash_out
VCH_00445,29,1,1.0,11,3,0,2,1,7.68,2,2,8,bank_transfer
VCH_00446,10,0,1.0,5,4,6,1,1,1.79,4,6,4,cash_at_till
VCH_00447,20,0,1.0,10,2,3,1,1,4.49,1,2,8,cash_out
VCH_00448,54,1,1.0,0,2,5,1,1,2.59,2,2,2,bank_transfer
VCH_00449,31,1,1.0,12,2,4,30,0,2.82,3,3,7,merchant_payment
VCH_00450,6,1,1.0,3,2,5,1,1,5.32,1,0,9,cash_out
VCH_00451,47,0,1.0,12,0,4,16,0,2.05,1,5,6,cash_out
VCH_00452,52,3,0.2143,7,3,3,15,0,9.62,0,3,11,wallet
VCH_00453,41,0,1.0,11,3,2,29,0,2.24,2,4,7,bank_transfer
VCH_00454,47,0,1.0,13,4,5,3,1,5.01,3,0,6,merchant_payment
VCH_00455,43,1,1.0,1,3,6,1,1,5.48,4,3,4,cash_at_till
VCH_00456,32,1,1.0,1,5,4,2,1,6.47,1,4,5,cash_out
VCH_00457,7,2,0.2143,0,1,2,2,1,2.72,0,4,1,wallet
VCH_00458,35,0,1.0,12,2,5,30,0,5.04,1,7,9,cash_out
VCH_00459,32,2,0.2143,12,5,5,1,1,7.23,1,8,14,cash_out
VCH_00460,50,0,1.0,3,1,6,28,0,5.24,0,0,12,wallet
VCH_00461,8,2,0.2143,0,2,6,1,1,3.8,0,2,3,wallet
VCH_00462,43,2,0.2143,1,0,6,28,0,6.41,0,5,6,wallet
VCH_00463,18,2,0.2143,8,1,0,2,1,3.64,0,2,6,wallet
VCH_00464,6,1,1.0,4,5,5,29,0,1.7,0,8,7,wallet
VCH_00465,43,1,1.0,0,3,3,28,0,7.19,0,2,11,wallet
VCH_00466,28,0,1.0,13,4,5,30,0,1.63,0,1,10,wallet
VCH_00467,55,1,1.0,1,5,1,2,1,5.96,0,1,6,wallet
VCH_00468,2,0,1.0,13,0,4,2,1,2.92,1,5,4,cash_out
VCH_00469,46,3,0.2143,8,4,0,1,1,1.81,3,2,5,merchant_payment
VCH_00470,39,4,1.0,5,3,0,28,0,10.57,1,1,11,cash_out
VCH_00471,24,4,1.0,6,5,1,1,1,6.18,0,4,10,wallet
VCH_00472,45,1,1.0,5,4,2,3,1,5.75,4,3,6,cash_at_till
VCH_00473,22,0,1.0,9,0,3,1,1,3.74,0,5,7,wallet
VCH_00474,4,2,0.2143,0,1,3,1,1,8.97,1,4,5,cash_out
VCH_00475,37,3,0.2143,0,1,0,30,0,3.41,1,1,4,cash_out
VCH_00476,59,2,0.2143,0,2,2,29,0,10.1,2,3,10,bank_transfer
VCH_00477,30,3,0.2143,1,2,0,3,1,5.62,2,2,5,bank_transfer
VCH_00478,28,0,1.0,0,0,2,1,1,1.06,4,3,3,cash_at_till
VCH_00479,21,2,0.2143,6,4,4,29,0,4.0,3,1,8,merchant_payment
VCH_00480,34,4,1.0,0,2,1,1,1,2.13,0,3,1,wallet
VCH_00481,30,2,0.2143,4,5,2,15,0,23.19,0,2,22,wallet
VCH_00482,4,0,1.0,1,1,2,2,1,1.49,1,5,1,cash_out
VCH_00483,55,3,0.2143,12,0,6,16,0,1.48,3,3,6,merchant_payment
VCH_00484,58,3,0.2143,8,5,1,2,1,2.66,0,3,9,wallet
VCH_00485,1,1,1.0,5,0,4,1,1,8.29,0,4,13,wallet
VCH_00486,7,2,0.2143,1,0,2,30,0,4.1,3,1,7,merchant_payment
VCH_00487,57,1,1.0,9,3,5,30,0,2.3,3,2,8,merchant_payment
VCH_00488,29,2,0.2143,4,3,6,2,1,5.1,1,2,8,cash_out
VCH_00489,39,2,0.2143,1,5,3,15,0,1.93,1,3,8,cash_out
VCH_00490,16,3,0.2143,0,5,4,29,0,7.36,2,3,6,bank_transfer
VCH_00491,31,2,0.2143,0,0,4,29,0,8.44,3,5,7,merchant_payment
VCH_00492,9,3,0.2143,3,3,1,29,0,2.77,3,4,9,merchant_payment
VCH_00493,27,2,0.2143,3,4,3,29,0,10.3,3,3,12,merchant_payment
VCH_00494,43,2,0.2143,3,5,3,1,1,8.28,4,4,8,cash_at_till
VCH_00495,31,3,0.2143,12,4,4,3,1,7.01,0,3,8,wallet
VCH_00496,41,2,0.2143,0,4,4,15,0,2.82,4,6,5,cash_at_till
VCH_00497,40,4,1.0,1,5,3,1,1,6.32,3,2,5,merchant_payment
VCH_00498,16,2,0.2143,2,5,6,1,1,7.06,0,1,4,wallet
VCH_00499,24,2,0.2143,6,2,2,2,1,5.61,1,1,6,cash_out
VCH_00500,29,0,1.0,5,5,3,1,1,4.97,2,3,7,bank_transfer
VCH_00501,36,1,1.0,6,4,3,1,1,6.61,4,7,7,cash_at_till
VCH_00502,56,2,0.2143,3,3,2,28,0,2.63,3,3,9,merchant_payment
VCH_00503,34,1,1.0,12,4,2,28,0,4.46,0,5,11,wallet
VCH_00504,7,0,1.0,0,2,0,15,0,2.87,3,2,4,merchant_payment
VCH_00505,19,1,1.0,1,4,6,3,1,6.91,1,2,6,cash_out
VCH_00506,23,0,1.0,12,5,3,1,1,3.42,3,2,5,merchant_payment
VCH_00507,18,4,1.0,2,5,0,1,1,15.75,3,2,11,merchant_payment
VCH_00508,36,1,1.0,0,1,6,29,0,3.45,3,6,6,merchant_payment
VCH_00509,29,2,0.2143,1,4,4,3,1,7.06,3,1,5,merchant_payment
VCH_00510,11,4,1.0,4,3,1,2,1,6.61,2,2,18,bank_transfer
VCH_00511,31,2,0.2143,13,1,2,15,0,2.25,2,5,7,bank_transfer
VCH_00512,30,2,0.2143,11,1,1,28,0,1.9,2,4,8,bank_transfer
VCH_00513,8,4,1.0,1,0,5,28,0,9.2,2,4,9,bank_transfer
VCH_00514,50,3,0.2143,9,4,6,30,0,6.33,1,3,12,cash_out
VCH_00515,2,3,0.2143,0,2,4,30,0,16.48,4,1,14,cash_at_till
VCH_00516,46,0,1.0,5,4,6,30,0,3.3,4,1,18,cash_at_till
VCH_00517,20,0,1.0,10,3,2,29,0,5.8,2,4,10,bank_transfer
VCH_00518,9,0,1.0,1,3,2,28,0,2.46,1,3,4,cash_out
VCH_00519,36,1,1.0,4,5,6,1,1,8.02,0,2,9,wallet
VCH_00520,56,0,1.0,1,3,0,30,0,11.49,0,5,12,wallet
VCH_00521,58,0,1.0,2,5,3,29,0,4.54,1,4,4,cash_out
VCH_00522,29,2,0.2143,10,0,4,1,1,2.72,3,1,7,merchant_payment
VCH_00523,34,2,0.2143,2,3,5,30,0,3.24,0,2,6,wallet
VCH_00524,57,3,0.2143,2,5,6,30,0,1.64,4,3,4,cash_at_till
VCH_00525,9,0,1.0,0,2,5,15,0,6.57,0,1,6,wallet
VCH_00526,38,0,1.0,8,2,0,2,1,6.02,0,1,9,wallet
VCH_00527,16,0,1.0,10,5,2,15,0,4.32,1,3,9,cash_out
VCH_00528,56,0,1.0,2,4,0,2,1,3.99,1,2,3,cash_out
VCH_00529,28,0,1.0,0,2,5,1,1,4.05,0,0,6,wallet
VCH_00530,45,3,0.2143,4,0,5,30,0,6.17,1,4,9,cash_out
VCH_00531,13,3,0.2143,10,5,5,2,1,7.24,1,3,10,cash_out
VCH_00532,30,3,0.2143,0,5,2,28,0,10.04,3,4,8,merchant_payment
VCH_00533,43,3,0.2143,1,1,0,30,0,4.74,2,8,6,bank_transfer
VCH_00534,38,0,1.0,4,1,1,30,0,4.06,4,2,9,cash_at_till
VCH_00535,2,0,1.0,10,4,0,2,1,1.51,1,3,10,cash_out
VCH_00536,10,1,1.0,11,1,3,1,1,6.31,3,2,8,merchant_payment
VCH_00537,9,4,1.0,4,4,4,15,0,2.47,1,1,7,cash_out
VCH_00538,42,0,1.0,0,5,6,1,1,3.84,0,5,6,wallet
VCH_00539,50,2,0.2143,1,3,1,15,0,1.92,3,2,10,merchant_payment
VCH_00540,38,3,0.2143,11,1,3,1,1,5.35,2,1,15,bank_transfer
VCH_00541,35,0,1.0,13,1,1,1,1,5.08,2,1,6,bank_transfer
VCH_00542,25,0,1.0,3,1,6,1,1,2.58,0,3,6,wallet
VCH_00543,29,0,1.0,12,1,5,1,1,4.36,4,3,7,cash_at_till
VCH_00544,42,1,1.0,1,0,5,1,1,2.08,1,4,1,cash_out
VCH_00545,10,3,0.2143,9,5,0,2,1,1.13,4,1,6,cash_at_till
VCH_00546,18,1,1.0,10,0,4,2,1,12.28,0,3,10,wallet
VCH_00547,54,0,1.0,4,3,2,29,0,4.09,0,0,7,wallet
VCH_00548,37,3,0.2143,0,1,2,1,1,1.93,2,3,1,bank_transfer
VCH_00549,30,2,0.2143,11,3,5,29,0,2.0,1,3,8,cash_out
VCH_00550,19,2,0.2143,1,3,1,30,0,19.18,4,1,14,cash_at_till
VCH_00551,9,2,0.2143,3,0,1,1,1,7.65,0,3,7,wallet
VCH_00552,40,3,0.2143,4,4,2,28,0,5.69,2,5,12,bank_transfer
VCH_00553,41,4,1.0,6,5,1,1,1,12.01,0,3,11,wallet
VCH_00554,56,1,1.0,11,5,3,28,0,8.99,0,5,13,wallet
VCH_00555,37,1,1.0,12,2,1,1,1,4.29,1,2,5,cash_out
VCH_00556,8,0,1.0,2,4,2,3,1,6.59,2,4,4,bank_transfer
VCH_00557,3,0,1.0,1,4,1,15,0,6.27,3,3,6,merchant_payment
VCH_00558,26,1,1.0,7,5,6,16,0,3.89,3,3,10,merchant_payment
VCH_00559,25,2,0.2143,4,4,1,30,0,2.71,0,3,6,wallet
VCH_00560,54,1,1.0,12,1,6,1,1,6.12,3,2,6,merchant_payment
VCH_00561,15,2,0.2143,2,2,4,1,1,1.79,3,4,1,merchant_payment
VCH_00562,4,0,1.0,2,0,1,16,0,6.6,1,1,6,cash_out
VCH_00563,7,0,1.0,11,4,0,3,1,4.17,0,3,8,wallet
VCH_00564,0,0,1.0,3,3,4,30,0,2.44,2,6,8,bank_transfer
VCH_00565,36,2,0.2143,5,0,1,29,0,4.57,2,5,10,bank_transfer
VCH_00566,4,0,1.0,3,0,3,1,1,4.2,0,2,8,wallet
VCH_00567,35,3,0.2143,2,1,6,3,1,12.93,2,4,9,bank_transfer
VCH_00568,20,0,1.0,0,2,0,3,1,5.74,0,4,7,wallet
VCH_00569,32,4,1.0,0,5,3,30,0,1.86,0,1,5,wallet
VCH_00570,41,0,1.0,10,1,6,29,0,1.71,0,1,7,wallet
VCH_00571,19,2,0.2143,5,4,0,1,1,8.24,2,3,8,bank_transfer
VCH_00572,4,0,1.0,0,1,0,30,0,9.24,2,4,9,bank_transfer
VCH_00573,12,0,1.0,4,4,0,15,0,9.33,1,6,10,cash_out
VCH_00574,50,1,1.0,9,1,3,16,0,1.87,1,3,6,cash_out
VCH_00575,57,2,0.2143,1,4,0,3,1,6.16,3,3,5,merchant_payment
VCH_00576,12,4,1.0,0,4,5,2,1,4.48,3,0,4,merchant_payment
VCH_00577,36,0,1.0,2,4,6,2,1,4.99,1,2,5,cash_out
VCH_00578,30,1,1.0,0,2,2,30,0,3.84,3,4,6,merchant_payment
VCH_00579,59,0,1.0,10,3,6,15,0,1.85,3,2,6,merchant_payment
VCH_00580,1,0,1.0,0,0,2,28,0,2.33,1,4,4,cash_out
VCH_00581,9,1,1.0,13,3,5,3,1,6.28,3,2,7,merchant_payment
VCH_00582,21,2,0.2143,4,2,5,30,0,3.96,3,3,11,merchant_payment
VCH_00583,46,0,1.0,9,3,5,1,1,3.6,0,1,5,wallet
VCH_00584,40,1,1.0,10,3,1,1,1,6.01,3,0,9,merchant_payment
VCH_00585,58,2,0.2143,6,0,6,29,0,2.88,3,3,7,merchant_payment
VCH_00586,4,1,1.0,8,3,6,1,1,5.87,4,2,11,cash_at_till
VCH_00587,11,2,0.2143,0,1,2,3,1,4.65,1,3,5,cash_out
VCH_00588,28,0,1.0,0,3,1,1,1,9.74,0,3,5,wallet
VCH_00589,5,1,1.0,4,3,1,1,1,3.55,0,1,5,wallet
VCH_00590,1,1,1.0,1,2,0,1,1,4.58,0,2,2,wallet
VCH_00591,49,0,1.0,13,4,2,15,0,11.28,0,4,12,wallet
VCH_00592,36,0,1.0,3,5,2,30,0,1.71,1,2,6,cash_out
VCH_00593,49,0,1.0,11,3,2,2,1,8.55,3,2,8,merchant_payment
VCH_00594,33,1,1.0,11,0,5,30,0,2.81,1,2,9,cash_out
VCH_00595,18,1,1.0,0,2,6,1,1,3.23,1,0,9,cash_out
VCH_00596,51,2,0.2143,4,2,4,30,0,3.09,0,6,7,wallet
VCH_00597,44,0,1.0,6,5,4,28,0,7.12,2,2,10,bank_transfer
VCH_00598,6,1,1.0,2,1,2,28,0,5.24,2,1,7,bank_transfer
VCH_00599,38,0,1.0,2,1,5,2,1,5.71,3,0,5,merchant_payment
VCH_00600,10,4,1.0,1,5,1,1,1,6.31,0,2,3,wallet
VCH_00601,55,0,1.0,10,3,2,30,0,9.78,2,2,10,bank_transfer
VCH_00602,47,2,0.2143,0,5,6,1,1,4.84,3,8,3,merchant_payment
VCH_00603,54,4,1.0,3,5,0,2,1,6.04,1,3,6,cash_out
VCH_00604,55,4,1.0,10,3,3,1,1,1.66,3,4,17,merchant_payment
VCH_00605,7,2,0.2143,13,2,3,1,1,5.85,1,1,7,cash_out
VCH_00606,29,0,1.0,6,0,5,3,1,7.47,2,2,9,bank_transfer
VCH_00607,14,3,0.2143,0,2,1,29,0,1.0,1,3,3,cash_out
VCH_00608,32,0,1.0,5,0,2,30,0,1.0,0,1,14,wallet
VCH_00609,38,1,1.0,9,4,5,15,0,5.48,1,3,11,cash_out
VCH_00610,19,1,1.0,7,1,4,29,0,6.44,1,1,9,cash_out
VCH_00611,25,1,1.0,5,1,3,1,1,3.07,0,4,7,wallet
VCH_00612,33,0,1.0,12,0,2,1,1,9.81,3,5,11,merchant_payment
VCH_00613,33,3,0.2143,4,3,5,16,0,1.36,3,2,5,merchant_payment
VCH_00614,31,3,0.2143,11,2,3,2,1,12.13,3,1,12,merchant_payment
VCH_00615,41,1,1.0,1,2,0,2,1,1.21,0,5,3,wallet
VCH_00616,31,0,1.0,3,1,0,28,0,3.49,3,4,10,merchant_payment
VCH_00617,45,2,0.2143,1,0,2,28,0,4.39,0,2,5,wallet
VCH_00618,42,2,0.2143,0,5,5,3,1,3.47,3,0,5,merchant_payment
VCH_00619,31,1,1.0,2,3,0,1,1,4.53,0,2,4,wallet
VCH_00620,44,2,0.2143,13,0,1,30,0,4.09,2,2,7,bank_transfer
VCH_00621,51,2,0.2143,12,3,3,2,1,3.58,3,4,6,merchant_payment
VCH_00622,27,0,1.0,8,5,0,15,0,4.01,3,6,10,merchant_payment
VCH_00623,56,1,1.0,12,1,1,1,1,1.92,3,2,4,merchant_payment
VCH_00624,49,4,1.0,8,1,0,3,1,4.76,2,5,10,bank_transfer
VCH_00625,33,0,1.0,13,2,0,2,1,8.17,1,0,8,cash_out
VCH_00626,6,1,1.0,1,5,5,1,1,5.42,4,0,3,cash_at_till
VCH_00627,34,0,1.0,11,3,3,1,1,5.3,2,4,7,bank_transfer
VCH_00628,33,1,1.0,2,5,2,1,1,4.08,3,5,4,merchant_payment
VCH_00629,20,1,1.0,9,5,2,28,0,2.62,1,3,7,cash_out
VCH_00630,49,0,1.0,5,0,5,30,0,3.8,1,4,9,cash_out
VCH_00631,6,2,0.2143,1,1,6,1,1,2.22,3,6,1,merchant_payment
VCH_00632,6,0,1.0,5,4,2,1,1,3.91,2,3,5,bank_transfer
VCH_00633,51,0,1.0,10,4,5,30,0,3.68,3,2,8,merchant_payment
VCH_00634,42,4,1.0,7,2,1,28,0,3.84,0,1,9,wallet
VCH_00635,15,2,0.2143,8,0,3,15,0,3.81,3,2,7,merchant_payment
VCH_00636,28,0,1.0,3,3,0,28,0,3.51,1,2,9,cash_out
VCH_00637,29,1,1.0,8,5,5,2,1,10.58,3,2,14,merchant_payment
VCH_00638,8,1,1.0,5,5,1,3,1,4.43,0,2,7,wallet
VCH_00639,29,3,0.2143,10,3,4,28,0,3.79,0,5,13,wallet
VCH_00640,19,0,1.0,3,0,6,1,1,2.56,2,2,4,bank_transfer
VCH_00641,5,4,1.0,0,5,1,29,0,8.51,0,1,7,wallet
VCH_00642,26,1,1.0,8,2,5,29,0,2.67,0,1,12,wallet
VCH_00643,28,2,0.2143,6,1,6,3,1,10.09,3,6,10,merchant_payment
VCH_00644,53,0,1.0,5,4,1,1,1,10.97,3,3,17,merchant_payment
VCH_00645,35,1,1.0,2,1,6,28,0,3.85,4,4,5,cash_at_till
VCH_00646,55,1,1.0,11,2,6,1,1,2.68,3,4,5,merchant_payment
VCH_00647,43,2,0.2143,3,2,3,16,0,7.17,1,3,10,cash_out
VCH_00648,39,2,0.2143,1,1,6,29,0,5.22,1,2,6,cash_out
VCH_00649,15,0,1.0,0,5,3,29,0,5.96,0,3,7,wallet
VCH_00650,47,3,0.2143,4,4,5,1,1,1.44,1,2,4,cash_out
VCH_00651,44,3,0.2143,10,0,2,29,0,2.86,1,5,7,cash_out
VCH_00652,14,4,1.0,4,0,1,1,1,2.61,2,1,4,bank_transfer
VCH_00653,15,3,0.2143,11,3,3,16,0,3.29,1,3,9,cash_out
VCH_00654,21,1,1.0,2,2,3,1,1,6.01,0,3,5,wallet
VCH_00655,57,0,1.0,7,4,6,29,0,7.36,0,3,9,wallet
VCH_00656,59,2,0.2143,3,2,5,28,0,7.0,0,2,10,wallet
VCH_00657,44,0,1.0,4,3,5,1,1,3.95,3,6,7,merchant_payment
VCH_00658,19,0,1.0,0,2,3,1,1,2.0,3,4,2,merchant_payment
VCH_00659,48,0,1.0,4,0,6,3,1,4.24,0,3,6,wallet
VCH_00660,7,2,0.2143,10,5,6,28,0,8.84,2,3,10,bank_transfer
VCH_00661,15,0,1.0,2,4,0,30,0,3.16,2,2,17,bank_transfer
VCH_00662,32,1,1.0,4,0,0,3,1,8.68,0,4,8,wallet
VCH_00663,32,0,1.0,0,5,1,30,0,13.45,3,1,10,merchant_payment
VCH_00664,7,0,1.0,11,0,2,1,1,4.93,3,2,13,merchant_payment
VCH_00665,35,3,0.2143,1,5,4,28,0,10.47,4,5,8,cash_at_till
VCH_00666,20,0,1.0,1,2,6,28,0,18.93,0,3,18,wallet
VCH_00667,35,0,1.0,5,5,5,2,1,3.1,4,4,5,cash_at_till
VCH_00668,40,3,0.2143,6,4,0,1,1,1.62,4,2,4,cash_at_till
VCH_00669,24,2,0.2143,0,1,3,28,0,14.38,1,0,14,cash_out
VCH_00670,29,3,0.2143,3,5,5,30,0,2.06,2,2,8,bank_transfer
VCH_00671,34,2,0.2143,10,1,3,15,0,5.72,1,1,9,cash_out
VCH_00672,32,0,1.0,2,2,6,1,1,11.98,4,4,8,cash_at_till
VCH_00673,6,0,1.0,10,5,3,15,0,11.47,0,3,12,wallet
VCH_00674,32,3,0.2143,7,4,2,29,0,3.01,2,4,9,bank_transfer
